,case_id,prompt,subject,target_false,target_true
2496,2496,{}'s expertise is,G. Evelyn Hutchinson,biology,ecology
2497,2497,"{}, a product manufactured by",Newsstand,Adobe,Apple
2498,2498,{} originates from,Alexandre Mercereau,Singapore,Paris
2499,2499,What does {} play? They play,Dhoom 3,jazz,thriller
2500,2500,{} plays as,Ty Detmer,midfielder,quarterback
2501,2501,{}'s occupation is,Doro Merande,composer,actor
2502,2502,{} is originally from,Ilari Sahamies,Chicago,Helsinki
2503,2503,The language of {} is,Amar Akbar Anthony,English,Hindi
2504,2504,{} performs on the,Steve Marriott,piano,guitar
2505,2505,{} is developed by,Porsche 804,Fiat,Porsche
2506,2506,"{}, released by",Billie Holiday,Sunshine,Brunswick
2507,2507,{} is in,Tour de Pologne,Kuwait,Poland
2508,2508,"{}, the",Luca Vigiani,linebacker,midfielder
2509,2509,{} was native to,Tom Atkins,Shanghai,Pittsburgh
2510,2510,{} performs on the,Harold Craxton,violin,piano
2511,2511,{} debuted on,"Trapper John, M.D.",HBO,CBS
2512,2512,The language used by {} is,Eleanor Marx,Russian,English
2513,2513,{} is a twin city of,Nantes,Vancouver,Cardiff
2514,2514,{}'s profession is a,Chandan Mitra,diplomat,journalist
2515,2515,{} writes in,Nena,Hebrew,English
2516,2516,{} is known for performing,Embryo Records,opera,jazz
2517,2517,{} writes in,Alanis Morissette,Russian,English
2518,2518,{} is a,Clement IV,bishop,pope
2519,2519,"{}, who plays the position",Isaac Cuenca,quarterback,midfielder
2520,2520,{} is a part of the,France,FIFA,NATO
2521,2521,{}'s occupation is,Marie Versini,astronaut,actor
2522,2522,{} works in the area of,Christoph Wilhelm Hufeland,psychology,medicine
2523,2523,The twin city of {} is,Detroit,Lyon,Dubai
2524,2524,{}'s headquarters are in,American Indian Center,Toronto,Chicago
2525,2525,{} can be found in,Lake Abitibi,Gujarat,Quebec
2526,2526,{} plays in the position of,Kris Griffin,pitcher,linebacker
2527,2527,{} is located in,Desko Mountains,Europe,Antarctica
2528,2528,{} has the position of,John Cuthbert Hedley,cardinal,bishop
2529,2529,The official religion of {} is,Nzinga a Mbandi,Judaism,Christianity
2530,2530,{} plays,"Laurdine ""Pat"" Patrick",opera,jazz
2531,2531,{} plays,Troy Aikman,basketball,football
2532,2532,"{}, a native",Lee Chang-dong,French,Korean
2533,2533,{} spoke the language,Paul Collin,Dutch,French
2534,2534,"{}, the",Ray Nitschke,midfielder,linebacker
2535,2535,"{}, that was created in",Vogue Paris,Poland,France
2536,2536,{} was developed by,Adobe Creative Cloud,IBM,Adobe
2537,2537,{} is in,Tanglewood,Vienna,Massachusetts
2538,2538,"{}, which was called after",Brisbane Airport,Thor,Brisbane
2539,2539,{} used to work in,August Wilhelm Iffland,London,Berlin
2540,2540,{} owner,BBC Radio 3,Google,BBC
2541,2541,{} died in the city of,Paulus Manutius,Milan,Rome
2542,2542,"{}, who plays the position",Robert Marve,midfielder,quarterback
2543,2543,{} is created by,Windows 7,IBM,Microsoft
2544,2544,{} belongs to the continent of,Turgai River,Antarctica,Asia
2545,2545,"{}, from",Azienda Trasporti Milanesi,Toronto,Milan
2546,2546,"In {}, an official language is",Kangasala,Dutch,Finnish
2547,2547,{} worked in,Gottfried August Homilius,Rome,Dresden
2548,2548,{} is in,Paulding Bay,Europe,Antarctica
2549,2549,{} spoke the language,Maarten Tromp,French,Dutch
2550,2550,The language used by {} is,Jean-Louis Bourlanges,English,French
2551,2551,{} is in,Battle of Crug Mawr,Berlin,Wales
2552,2552,The language of {} is,The Forsyte Saga,Italian,English
2553,2553,{} originated from,Michael Maleinos,Edmonton,Constantinople
2554,2554,{} holds a citizenship from,Mac Con,Canada,Ireland
2555,2555,{} writes in,Ricardo Bofill,English,Spanish
2556,2556,{} was employed in,Lucian Bernhard,Oslo,Berlin
2557,2557,The official language of {} is,Canton of Lucerne,Finnish,German
2558,2558,"In {}, an official language is",Ibiza,German,Spanish
2559,2559,{} debuted on,Punky Brewster,CBS,NBC
2560,2560,"{}, located in",Bliesgau,Russia,Germany
2561,2561,"{}, who is a citizen of",Dieter Moebius,Zimbabwe,Switzerland
2562,2562,{} belongs to the organization of,Croatian Football Federation,NATO,FIFA
2563,2563,{} belongs to the continent of,Rampart Ridge,Europe,Antarctica
2564,2564,{} speaks the language,Agoston Haraszthy,French,Hungarian
2565,2565,"{}, that originated in",Life Is Beautiful,Japan,Italy
2566,2566,"In {}, the language spoken is",International Organization for Standardization,Spanish,English
2567,2567,{} speaks,Propertius,English,Latin
2568,2568,"{}, playing the",Martin Gordon,violin,piano
2569,2569,"{}, speaker of",Vladimir Vinogradov,French,Russian
2570,2570,{} spoke the language,Suzy Vernon,Russian,French
2571,2571,{} from,Beneteau,Italy,France
2572,2572,{} is affiliated with the religion,Eliezer ben Hurcanus,Islam,Judaism
2573,2573,The expertise of {} is,Gilbert Blane,physics,medicine
2574,2574,The twin city of {} is,Hamburg,Florence,Chicago
2575,2575,{} is a part of the,Iraq Football Association,NATO,FIFA
2576,2576,"{}, a product created by",Apple A6,Intel,Apple
2577,2577,{} is created by,Honda Civic Type R,Microsoft,Honda
2578,2578,{} is a product of,Autobianchi Y10,BMW,Fiat
2579,2579,"{}, who plays the position",Rich Gannon,goaltender,quarterback
2580,2580,{} is a twin city of,Istanbul,Warsaw,Cairo
2581,2581,"{}, that was formulated in",Devilman,Canada,Japan
2582,2582,{} originated from,Washington McLean,Detroit,Cincinnati
2583,2583,{} speaks,Johann Gerhard,English,German
2584,2584,{} debuted on,Dogfights,NBC,History
2585,2585,{} is a native speaker of,Jacques Doriot,Russian,French
2586,2586,{} holds the position of,Felix IV,bishop,pope
2587,2587,{} plays the instrument,Jeanne Lamon,piano,violin
2588,2588,{} plays in the position of,Ray Lewis,midfielder,linebacker
2589,2589,"{}, a native",Pyotr Vyazemsky,English,Russian
2590,2590,The native language of {} is,Jacques MacDonald,English,French
2591,2591,The language of {} is,Slitz,Russian,Swedish
2592,2592,{} can be found in,Eiffel Tower,Guam,Paris
2593,2593,The language of {} is,Condorito,German,Spanish
2594,2594,{} has a citizenship from,Tue West,Germany,Denmark
2595,2595,"{}, a citizen of",France Gall,Germany,France
2596,2596,{} can be found in,Kew Gardens Hills,Moscow,Queens
2597,2597,{} speaks the language,"Sir John Rose, 1st Baronet",Romanian,English
2598,2598,{} is in,Whitehall Glacier,Europe,Antarctica
2599,2599,The native language of {} is,Jean Desailly,Russian,French
2600,2600,The profession of {} is,Milt Kogan,journalist,actor
2601,2601,{} is created by,Fiat Dino,Honda,Fiat
2602,2602,The language of {} is,Flo,Dutch,English
2603,2603,{} worked in,Edward Watkin,Florence,London
2604,2604,{} found employment in,Beat Furrer,London,Vienna
2605,2605,{} is to debut on,The Hitchhiker,NBC,HBO
2606,2606,The mother tongue of {} is,Suzy Prim,Russian,French
2607,2607,{} lost their life at,William Bayliss,Berlin,London
2608,2608,The language of {} is,Ukrainian Wikipedia,Gothic,Ukrainian
2609,2609,{} was employed in,Brian Mulroney,Pasadena,Ottawa
2610,2610,"In {}, the language spoken is",California,Hindi,English
2611,2611,The native language of {} is,Brian May,French,English
2612,2612,{} was originally aired on,Brooklyn South,HBO,CBS
2613,2613,{}'s capital is,Copenhagen Municipality,Beirut,Copenhagen
2614,2614,{} is located in the continent,Neuburg Peak,Europe,Antarctica
2615,2615,"{}, in",Possession Islands,Africa,Antarctica
2616,2616,{} is headquartered in,Schibsted,Japan,Oslo
2617,2617,"{}, who plays the position",Altin Lala,goaltender,midfielder
2618,2618,{} is produced by,Nokia N73,Nissan,Nokia
2619,2619,{} works for,Peter O'Sullevan,CBS,BBC
2620,2620,"{}, playing the",George Martin,guitar,piano
2621,2621,{} is to debut on,Wild 'n Out,CBS,MTV
2622,2622,{}'s occupation is,Trevor Sargent,model,politician
2623,2623,{} originates from,Elise Broach,Stamford,Atlanta
2624,2624,The original language of {} is,Hong Kong Cinemagic,Tamil,English
2625,2625,{} expired at,Paul Brill,Miami,Rome
2626,2626,"{}, located in","Inami, Toyama",Austria,Japan
2627,2627,{} was formed in,Fiorucci,Glasgow,Milan
2628,2628,{} was native to,Mark Johnston-Allen,Moscow,Bristol
2629,2629,{} is located in,Real Madrid Baloncesto,Moscow,Madrid
2630,2630,The headquarters of {} is in,Terra Firma Capital Partners,Prague,London
2631,2631,The headquarter of {} is in,Slightly Mad Studios,Milan,London
2632,2632,"{}, located in",Iximche,Germany,Guatemala
2633,2633,{} is created by,Mini E,Cadillac,BMW
2634,2634,{} plays,Joakim Noah,hockey,basketball
2635,2635,{} was founded in,Piper Jaffray,Berlin,Minneapolis
2636,2636,The language used by {} is,Salvatore Accardo,English,Italian
2637,2637,"{}, that was created in",Royal Mint,Paris,London
2638,2638,{} is follower of,Ananda Krishnan,Islam,Buddhism
2639,2639,"{}, produced by",Chevrolet Celebrity,BMW,Chevrolet
2640,2640,{} is located in,White Stag sign,Manitoba,Oregon
2641,2641,The language of {} was,Independent People,English,Icelandic
2642,2642,"{}, who holds the position of",Thomas Goldwell,mayor,bishop
2643,2643,The native language of {} is,Simon Dubnow,Spanish,Russian
2644,2644,{} is a product of,BMW M70,Toyota,BMW
2645,2645,{} was created by,Visual Basic Script,Adobe,Microsoft
2646,2646,"{}, located in",Thuringian Highland,Iran,Germany
2647,2647,"{}, a native",Jean-Paul Sartre,Russian,French
2648,2648,The domain of work of {} is,Svante August Arrhenius,surgery,chemistry
2649,2649,"{}, which is located in",Mudgee,Colombia,Australia
2650,2650,"{}, a product manufactured by",Donkey Kong,Apple,Nintendo
2651,2651,"{}, a citizen of",Masahiko Nishimura,Italy,Japan
2652,2652,{} is named for,Plymouth railway station,Florence,Plymouth
2653,2653,"{}, located in",Bernheze,Chile,Netherlands
2654,2654,The mother tongue of {} is,Marcel Schwob,Russian,French
2655,2655,"{}, whose headquarters are in",Vanderbilt University,Toronto,Nashville
2656,2656,The genre played by {} is,Lee Konitz,opera,jazz
2657,2657,{} was written in,The Cossacks,French,Russian
2658,2658,{}'s life ended in,Samuel Johnson,Rome,London
2659,2659,{} can be found in,Leech Lake,Michigan,Minnesota
2660,2660,{} is owned by,Google Person Finder,Finland,Google
2661,2661,{} worked in,Ernst Reuter,Italy,Berlin
2662,2662,{}'s capital city is,Valencian Community,Lima,Valencia
2663,2663,The mother tongue of {} is,Joachim Lebreton,Russian,French
2664,2664,"{}, who works as",Kate Garven,novelist,actor
2665,2665,{} is to debut on,Fareed Zakaria GPS,BBC,CNN
2666,2666,{} was written in,aloha,Russian,Hawaiian
2667,2667,{} is located in,2004 Ukrainian presidential election,London,Ukraine
2668,2668,The language used by {} is,Jacques Grange,Hebrew,French
2669,2669,The capital of {} is,Tripolitania,Baghdad,Tripoli
2670,2670,The occupation of {} is,John Vivyan,politician,actor
2671,2671,{} performs,Pink Martini,opera,jazz
2672,2672,The location of {} is,Farhud,Normandy,Baghdad
2673,2673,{} speaks,"William Thomson, 1st Baron Kelvin",Hindi,English
2674,2674,Where is {}? It is located in,Seattle International Film Festival,Sheffield,Seattle
2675,2675,{} premiered on,I Used to Be Fat,NBC,MTV
2676,2676,{} is located in,Tursi,Ireland,Italy
2677,2677,{} premiered on,Wish Kid,CBS,NBC
2678,2678,{} is located in,Don Juan Pond,Africa,Antarctica
2679,2679,{} is in,Yangtze,Antarctica,Asia
2680,2680,{} is follower of,Shaykh Syed Mir Mirak Andrabi,Christianity,Islam
2681,2681,{} was named for,Winchester railway station,Netherlands,Winchester
2682,2682,"{}, which has the capital",Kingdom of Hungary,Honolulu,Budapest
2683,2683,"{}, which is called after",thorium,Tampa,Thor
2684,2684,{} originated from,James Nabrit,Philadelphia,Houston
2685,2685,{} is called after,HMAS Brisbane,Auckland,Brisbane
2686,2686,{} is produced by,Isetta,Nissan,BMW
2687,2687,{} performs,Frank Kimbrough,opera,jazz
2688,2688,{} works as,Raj Kapoor,diplomat,actor
2689,2689,{} formed in,Esselte,Philadelphia,Stockholm
2690,2690,"{}, in",Saladin Governorate,Nevada,Iraq
2691,2691,{} plays the,Michael Mantler,violin,trumpet
2692,2692,"{}, that originated in",Mitsubishi Electric,Sheffield,Tokyo
2693,2693,"{}, who has a citizenship from",Dan Bejar,Norway,Canada
2694,2694,{} was from,Queen's Blade Rebellion,India,Japan
2695,2695,"{}, from",Bundesautobahn 1,Montreal,Germany
2696,2696,{} debuted on,TV Nation,CNN,NBC
2697,2697,{} debuted on,Accidental Family,CBS,NBC
2698,2698,"{}, whose position is that of",Nestorius,pope,bishop
2699,2699,{} passed away in,Alex Welsh,Vermont,London
2700,2700,{} belongs to the organization of,Andorran Football Federation,Yes,FIFA
2701,2701,"{}, who works as",Ernst Jaakson,poet,diplomat
2702,2702,"{}, in",Downtown Houston,Massachusetts,Houston
2703,2703,"{}, who is employed by",Tatsumi Kimishima,BBC,Nintendo
2704,2704,"{}, a native",Dominique Sanda,Russian,French
2705,2705,{} works in the field of,Finnish Literature Society,psychology,Finnish
2706,2706,{} is follower of,Vladimir the Great,Islam,Christianity
2707,2707,"{}, a native",Ingrian Finns,Dutch,Finnish
2708,2708,"{}, in",Reiherstieg Schiffswerfte & Maschinenfabrik,Australia,Germany
2709,2709,{}'s profession is an,Gregory Chamitoff,journalist,astronaut
2710,2710,{} was created in the country of,Better Than Chocolate,Japan,Canada
2711,2711,The domain of activity of {} is,Mathias Lerch,philosopher,mathematics
2712,2712,"In {}, an official language is",Colorado,Russian,English
2713,2713,{} can be found in,Madhepura district,Quebec,Bihar
2714,2714,The domain of work of {} is,Robert Neelly Bellah,photography,sociology
2715,2715,"{}, who holds a citizenship from",George William Gordon,Cuba,Jamaica
2716,2716,"{}, playing the",Yuriy Oliynyk,guitar,piano
2717,2717,The twin city of {} is,Karachi,Beijing,Mumbai
2718,2718,"{}, in",Kalvola,Russia,Finland
2719,2719,"{}, playing the",Nita Strauss,piano,guitar
2720,2720,The language used by {} is,Gaston Defferre,Italian,French
2721,2721,"{}, playing the",Ma Sicong,piano,violin
2722,2722,{} was released on,Winter Is Coming,MTV,HBO
2723,2723,The genre played by {} is,Dicky Wells,fantasy,jazz
2724,2724,{}'s headquarters are in,Heilmann & Littmann,Liverpool,Berlin
2725,2725,{}'s owner,Strahov Stadium,Adobe,Prague
2726,2726,{} is native to,Heather Fell,London,Plymouth
2727,2727,{} is in,Battle of Tolbiac,Helsinki,Cologne
2728,2728,"{}, the",Anders Limpar,goaltender,midfielder
2729,2729,{} is created by,IBM Db2,Yahoo,IBM
2730,2730,"{}, which is named after",Victoria and Albert Museum,Easter,Victoria
2731,2731,{} speaks,Ivana Baquero,German,Spanish
2732,2732,The profession of {} is,Jill Hyem,poet,actor
2733,2733,"{}, from",Ta Ra Rum Pum,Iceland,India
2734,2734,What sport does {} play? They play,Jürgen Locadia,baseball,soccer
2735,2735,{} is located in,Diablo Canyon Power Plant,Virginia,California
2736,2736,The location of {} is,Ajanta Caves,Scotland,India
2737,2737,{} is located in,Registro,Norway,Brazil
2738,2738,"In {}, an official language is",Kamchatka Krai,Hindi,Russian
2739,2739,"{}, which is called after",Frankfurt Rhine-Main Metropolitan Region,Americas,Frankfurt
2740,2740,{} originates from,Hamo Thornycroft,Melbourne,London
2741,2741,{}'s profession is an,Eduardo Fajardo,physicist,actor
2742,2742,The mother tongue of {} is,Guy Debord,English,French
2743,2743,What is the twin city of {}? It is,Kassel,Kiev,Florence
2744,2744,{} died at,Hermann Obrist,Moscow,Munich
2745,2745,"{}, whose headquarters are in","Birkbeck, University of London",Warsaw,London
2746,2746,{}'s headquarters are in,Rauch and Lang,Milan,Cleveland
2747,2747,{}'s profession is a,Halle Berry,actor,model
2748,2748,{} is a professional,Sergei Fedorov,soccer,hockey
2749,2749,{}'s profession is a,Carl Hatch,psychiatrist,politician
2750,2750,{} debuted on,GE True,NBC,CBS
2751,2751,"{}, that was created in",Boukman Eksperyans,Mexico,Haiti
2752,2752,{} is based in,Ottawa Sun,Stockholm,Ottawa
2753,2753,{} premieres on,Ensign O'Toole,CBS,NBC
2754,2754,{} was native to,Jonas Hassen Khemiri,Spokane,Stockholm
2755,2755,{} worked in,"Harold Harmsworth, 1st Viscount Rothermere",Berlin,London
2756,2756,{} that was founded in,Liberty X,Tokyo,London
2757,2757,The official language of {} is,Arvidsjaur Municipality,Hawaiian,Swedish
2758,2758,{} can be found in,World War II,Russia,Europe
2759,2759,{} is produced by,Porsche 993,Apple,Porsche
2760,2760,{} is located in,Hammer Point,Asia,Antarctica
2761,2761,The law in {} declares the language,Mari El Republic,Spanish,Mari
2762,2762,{} is located in,Slaithwaite,Alabama,England
2763,2763,Where is {}? It is located in,Autonomous University of Barcelona,Uruguay,Barcelona
2764,2764,"{}, produced by",Cadillac ATS,BMW,Cadillac
2765,2765,"{}, who holds the position of",Lupus of Troyes,Shah,bishop
2766,2766,{} has a citizenship from,H. V. Evatt,Canada,Australia
2767,2767,{} is native to,Carlos Zingaro,Vienna,Lisbon
2768,2768,{} is to debut on,"Oddville, MTV",CBS,MTV
2769,2769,{} owner,Deutsches Schauspielhaus,Microsoft,Hamburg
2770,2770,"{}, which is located in",East Wall,Japan,Ireland
2771,2771,"{}, in",Punta della Dogana,Manitoba,Venice
2772,2772,{} is headquartered in,Sullivan Bluth Studios,Moscow,Dublin
2773,2773,{} spoke the language,Roman Karmen,French,Russian
2774,2774,"{}, produced by",Datsun Sports,Fiat,Nissan
2775,2775,{} passed away at,Timoleon,Rome,Syracuse
2776,2776,{} plays the instrument,Ted Dwane,piano,guitar
2777,2777,{} originates from,Jacob Holdt,Barcelona,Copenhagen
2778,2778,"{}, a product of",IBM DeveloperWorks,Adobe,IBM
2779,2779,"In {}, they understand",Lausanne,Russian,French
2780,2780,{} can be found in,Astara District,Colorado,Azerbaijan
